jugador,seleccion_nacionalidad,mundial,camiseta,posicion,jugo,jugo_titular,capitan,no_jugo,goles,prom_goles,tarjeta_amarilla,tarjeta_roja,pg,pe,pp,pos_final
Abdullah Musa,Emiratos Arabes,1990,1,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,24
Abdullah Otayf,Arabia Saudita,2018,14,Mediocampista,3,3,0,0,0,0.00,0,0,1,0,2,26
Abdullah Otayf,Arabia Saudita,2022,14,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,25
Abdullah Sultan,Emiratos Arabes,1990,5,Mediocampista,2,0,0,1,0,0.00,0,0,0,0,2,24
Abdullah Zubromawi,Arabia Saudita,1994,4,Defensor,3,2,0,1,0,0.00,0,0,2,0,1,12
Abdullah Zubromawi,Arabia Saudita,1998,4,Defensor,3,3,0,0,0,0.00,0,0,0,1,2,28
Abdullah Zubromawi,Arabia Saudita,2002,4,Defensor,3,3,0,0,0,0.00,0,0,0,0,3,32
Abdulmalek Al-Khaibri,Arabia Saudita,2018,11,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,26
Abdulrahman Al-Aboud,Arabia Saudita,2022,20,Delantero,2,0,0,1,0,0.00,0,0,0,0,2,25
Abdulrahman Al Haddad,Emiratos Arabes,1990,21,Defensor,2,1,0,1,0,0.00,0,0,0,0,2,24
Abdulrahman Fawzi,Egipto,1934,-,Delantero,1,1,0,0,2,2.00,0,0,0,0,1,13
Abel,Brasil,1978,14,Defensor,0,0,0,7,0,0.00,0,0,0,0,0,3
Abel Aguilar,Colombia,2014,8,Mediocampista,3,3,0,2,0,0.00,0,0,3,0,0,5
Abel Aguilar,Colombia,2018,8,Mediocampista,1,1,0,3,0,0.00,0,0,1,0,0,9
Abel Balbo,Argentina,1990,3,Delantero,1,1,0,6,0,0.00,0,0,0,0,1,2
Abel Balbo,Argentina,1994,19,Delantero,4,4,0,0,1,0.25,0,0,2,0,2,10
Abel Balbo,Argentina,1998,18,Delantero,2,0,0,3,0,0.00,0,0,1,0,1,6
Abel Hernández,Uruguay,2014,8,Delantero,2,0,0,2,0,0.00,0,0,0,0,2,12
Abel Xavier,Portugal,2002,3,Defensor,1,0,0,2,0,0.00,0,0,0,0,1,21
Abelardo,España,1994,5,Defensor,5,5,0,0,0,0.00,2,0,2,2,1,8
Abelardo,España,1998,5,Defensor,1,1,0,2,0,0.00,0,0,0,1,0,17
Abiodun Baruwa,Nigeria,1998,22,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,12
Abolfazl Jalali,Irán,2022,25,Defensor,1,0,0,2,0,0.00,1,0,0,0,1,26
Abou Diaby,Francia,2010,19,Mediocampista,3,3,0,0,0,0.00,1,0,0,1,2,29
Acacio,Brasil,1990,12,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,9
Achille Emana,Camerún,2010,10,Delantero,2,1,0,1,0,0.00,0,0,0,0,2,31
Achmad Nawir,Indias Orientales Holand.,1938,-,Mediocampista,1,1,0,0,0,0.00,0,0,0,0,1,15
Achraf Dari,Marruecos,2022,20,Defensor,3,2,0,4,1,0.33,1,0,1,0,2,4
Achraf Hakimi,Marruecos,2018,2,Defensor,3,3,0,0,0,0.00,1,0,0,1,2,27
Achraf Hakimi,Marruecos,2022,2,Defensor,7,7,0,0,0,0.00,0,0,3,2,2,4
Adalbert Desu,Rumania,1930,-,Delantero,2,2,0,0,1,0.50,0,0,1,0,1,8
Adalbert Pullock,Rumania,1934,-,Arquero,0,0,0,1,0,0.00,0,0,0,0,0,12
Adalbert Steiner,Rumania,1930,-,Defensor,1,1,0,1,0,0.00,0,0,1,0,0,8
Adalbert Zafirov,Bulgaria,1998,15,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,29
Adam Adam,Kuwait,1982,21,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,21
Adam Davies,Gales,2022,21,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,30
Adam Federici,Australia,2010,12,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,21
Adam Kwarasey,Ghana,2014,12,Arquero,1,1,0,2,0,0.00,0,0,0,0,1,25
Adam Lallana,Inglaterra,2014,20,Mediocampista,3,1,0,0,0,0.00,1,0,0,1,2,26
Adam Matysek,Polonia,2002,22,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,25
Adam Musial,Polonia,1974,10,Defensor,6,6,0,1,0,0.00,1,0,5,0,1,3
Adam Nawalka,Polonia,1978,5,Mediocampista,5,5,0,1,0,0.00,0,0,2,1,2,5
Adam Taggart,Australia,2014,9,Delantero,2,1,0,1,0,0.00,0,0,0,0,2,30
Adam Wolanin,Estados Unidos,1950,-,Delantero,1,1,0,2,0,0.00,0,0,0,0,1,10
Adama Mbengué,Senegal,2018,2,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,17
Adan Godoy,Chile,1962,12,Arquero,1,1,0,5,0,0.00,0,0,1,0,0,3
Adan Godoy,Chile,1966,9,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,13
Adaozinho,Brasil,1950,-,Delantero,0,0,0,6,0,0.00,0,0,0,0,0,2
Adekanmi Olufade,Togo,2006,14,Delantero,1,0,0,2,0,0.00,0,0,0,0,1,30
Adel Abdelrahman,Egipto,1990,19,Delantero,2,0,0,1,0,0.00,0,0,0,1,1,20
Adel Chedli,Túnez,2006,14,Mediocampista,3,3,0,0,0,0.00,1,0,0,1,2,24
Adel El Sellimi,Túnez,1998,11,Delantero,3,3,0,0,0,0.00,0,0,0,1,2,26
Adel El Sellimi,Túnez,2002,11,Delantero,2,1,1,1,0,0.00,0,0,0,1,1,29
Adel Nefzi,Túnez,2006,16,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,24
Adelardo,España,1962,18,Delantero,1,1,0,2,1,1.00,0,0,0,0,1,12
Adelardo,España,1966,21,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,10
Adelmo Vivas,Colombia,1962,2,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,14
Adem Ljajić,Serbia,2018,22,Mediocampista,3,2,0,0,0,0.00,1,0,1,0,2,23
Ademir,Brasil,1950,-,Delantero,6,6,0,0,9,1.50,0,0,4,1,1,2
Ademir Da Guia,Brasil,1974,18,Mediocampista,1,1,0,6,0,0.00,0,0,0,0,1,4
Adil Rami,Francia,2018,17,Defensor,0,0,0,7,0,0.00,0,0,0,0,0,1
Adlane Guedioura,Argelia,2010,17,Mediocampista,3,0,0,0,0,0.00,0,0,0,1,2,28
Admir Mehmedi,Suiza,2014,18,Delantero,4,3,0,0,1,0.25,0,0,2,0,2,11
Adnan Al Talyani,Emiratos Arabes,1990,10,Delantero,3,3,0,0,0,0.00,0,0,0,0,3,24
Adnan Januzaj,Bélgica,2014,20,Mediocampista,1,1,0,4,0,0.00,0,0,1,0,0,6
Adnan Januzaj,Bélgica,2018,18,Delantero,1,1,0,6,1,1.00,0,0,1,0,0,3
Ado,Brasil,1970,12,Arquero,0,0,0,6,0,0.00,0,0,0,0,0,1
Adolf Scherer,Checoslovaquia,1958,18,Delantero,0,0,0,4,0,0.00,0,0,0,0,0,9
Adolf Scherer,Checoslovaquia,1962,8,Delantero,6,6,0,0,3,0.50,0,0,3,1,2,2
Adolf Stelzer,Suiza,1938,-,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,6
Adolfino Canete,Paraguay,1986,10,Mediocampista,4,4,0,0,0,0.00,0,0,1,2,1,13
Adolfo Bautista,México,2010,21,Delantero,1,1,0,3,0,0.00,0,0,0,0,1,14
Adolfo Machado,Panamá,2018,13,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,32
Adolfo Nef,Chile,1974,22,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,11
Adolfo Valencia,Colombia,1994,11,Delantero,3,2,0,0,2,0.67,0,0,1,0,2,19
Adolfo Valencia,Colombia,1998,9,Delantero,3,1,0,0,0,0.00,0,0,1,0,2,21
Adolfo Zeoli,Uruguay,1990,22,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,16
Adolfo Zumelzu,Argentina,1930,-,Defensor,1,1,0,4,2,2.00,0,0,1,0,0,2
Adolphe Hug,Suiza,1950,-,Arquero,1,1,0,2,0,0.00,0,0,1,0,0,6
Adri Van Kraay,Paises Bajos,1978,4,Defensor,2,0,0,5,0,0.00,0,0,2,0,0,2
Adri Van Tiggelen,Paises Bajos,1990,5,Defensor,4,4,0,0,0,0.00,0,0,0,3,1,15
Adriaan Van Male,Paises Bajos,1934,-,Arquero,0,0,0,1,0,0.00,0,0,0,0,0,9
Adriaan Van Male,Paises Bajos,1938,-,Arquero,1,1,0,0,0,0.00,0,0,0,0,1,14
Adrian Alston,Australia,1974,12,Delantero,3,3,0,0,0,0.00,0,0,0,1,2,14
Adrian Bone,Ecuador,2014,12,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,17
Adrian Chavez,México,1994,22,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,13
Adrian Elrick,Nueva Zelanda,1982,14,Defensor,3,3,0,0,0,0.00,0,0,0,0,3,23
Adrian Ilie,Rumania,1998,11,Delantero,4,3,0,0,1,0.25,1,0,2,1,1,11
Adrian Knup,Suiza,1994,9,Delantero,3,3,0,1,2,0.67,1,0,1,0,2,15
Adrian Popescu,Rumania,1990,13,Defensor,0,0,0,4,0,0.00,0,0,0,0,0,12
Adrián Ramos,Colombia,2014,19,Delantero,3,1,0,2,0,0.00,0,0,2,0,1,5
Adriano,Brasil,2006,7,Delantero,4,3,0,1,2,0.50,1,0,3,0,1,5
Adrien Rabiot,Francia,2022,14,Mediocampista,6,5,0,1,1,0.17,1,0,4,1,1,2
Adrien Silva,Portugal,2018,23,Mediocampista,3,2,0,1,0,0.00,1,0,1,1,1,13
Affo Erassa,Togo,2006,20,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,30
Afonsinho,Brasil,1938,-,Mediocampista,4,4,0,1,0,0.00,0,0,2,1,1,3
Afriyie Acquah,Ghana,2014,6,Mediocampista,1,0,0,2,0,0.00,0,0,0,0,1,25
Afshin Peyravani,Irán,1998,5,Defensor,1,0,0,2,0,0.00,0,0,1,0,0,20
Agne Simonsson,Suecia,1958,9,Delantero,5,5,0,1,4,0.80,0,0,4,0,1,2
Agrebi Ben Rehaiem,Túnez,1978,8,Mediocampista,3,3,0,0,0,0.00,0,0,1,1,1,9
Aguilera,España,1998,15,Defensor,2,2,0,1,0,0.00,1,0,1,1,0,17
Agustín Canobbio,Uruguay,2022,24,Mediocampista,1,0,0,2,0,0.00,0,0,1,0,0,20
Agustin Delgado,Ecuador,2002,11,Delantero,3,3,0,0,1,0.33,1,0,1,0,2,24
Agustin Delgado,Ecuador,2006,11,Delantero,3,3,0,1,2,0.67,0,0,2,0,1,12
Agustin Miranda,Paraguay,1958,17,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,12
Agustin Orion,Argentina,2014,12,Arquero,0,0,0,7,0,0.00,0,0,0,0,0,2
Aharon Shuruk,Israel,1970,19,Mediocampista,1,0,0,2,0,0.00,0,0,0,1,0,12
Ahmad Alnameh,Irán,2014,17,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,28
Ahmad Nourollahi,Irán,2022,21,Mediocampista,3,3,0,0,0,0.00,0,0,1,0,2,26
Ahmed Abedzadeh,Irán,1998,1,Arquero,2,2,2,1,0,0.00,0,0,1,0,1,20
Ahmed Al Bahri,Arabia Saudita,2006,15,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,28
Ahmed Al Dosari,Arabia Saudita,1998,17,Defensor,1,0,0,2,0,0.00,0,0,0,0,1,28
Ahmed Al Dosari,Arabia Saudita,2002,12,Defensor,2,1,0,1,0,0.00,0,0,0,0,2,32
Ahmed Al Dosari,Arabia Saudita,2006,2,Defensor,3,3,0,0,0,0.00,1,0,0,1,2,28
Ahmed Al Tarabulsi,Kuwait,1982,1,Arquero,3,3,0,0,0,0.00,0,0,0,1,2,21
Ahmed Alaaeldin,Catar,2022,7,Delantero,1,0,0,2,0,0.00,0,0,0,0,1,32
Ahmed Alaoui,Marruecos,1970,17,Delantero,2,1,0,1,0,0.00,0,0,0,1,1,14
Ahmed Bahja,Marruecos,1994,13,Delantero,3,2,0,0,0,0.00,0,0,0,0,3,23
Ahmed El Kass,Egipto,1990,20,Delantero,3,3,0,0,0,0.00,0,0,0,2,1,20
Ahmed Elmohamady,Egipto,2018,3,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,31
Ahmed Faras,Marruecos,1970,9,Delantero,2,0,0,1,0,0.00,0,0,0,1,1,14
Ahmed Fathy,Egipto,2018,7,Defensor,3,3,2,0,0,0.00,1,0,0,0,3,31
Ahmed Hegazi,Egipto,2018,6,Defensor,3,3,0,0,0,0.00,1,0,0,0,3,31
Ahmed Issah,Ghana,2006,21,Defensor,0,0,0,4,0,0.00,0,0,0,0,0,13
Ahmed Jaouachi,Túnez,2002,22,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,29
Ahmed Jassim,Iraq,1986,21,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,23
Ahmed Khalil,Túnez,2018,15,Delantero,1,0,0,2,0,0.00,0,0,1,0,0,24
Ahmed Madani,Arabia Saudita,1994,5,Defensor,4,4,0,0,0,0.00,1,0,2,0,2,12
Ahmed Madani,Arabia Saudita,1998,5,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,28
Ahmed Masbahi,Marruecos,1994,14,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,23
Ahmed Musa,Nigeria,2014,7,Delantero,4,4,0,0,2,0.50,0,0,1,1,2,16
Ahmed Musa,Nigeria,2018,7,Delantero,3,2,0,0,2,0.67,0,0,1,0,2,21
Ahmed Radhi,Iraq,1986,8,Delantero,3,3,0,0,1,0.33,0,0,0,0,3,23
Ahmed Ramzy,Egipto,1990,13,Delantero,2,2,0,1,0,0.00,1,0,0,1,1,20
Ahmed Reda Tagnaouti,Marruecos,2018,22,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,27
Ahmed Reda Tagnaouti,Marruecos,2022,22,Arquero,0,0,0,7,0,0.00,0,0,0,0,0,4
Ahmed Shoubeir,Egipto,1990,1,Arquero,3,3,0,0,0,0.00,1,0,0,2,1,20
Aissa Laidouni,Túnez,2022,14,Mediocampista,3,3,0,0,0,0.00,1,0,1,1,1,21
Aissa Mandi,Argelia,2014,20,Defensor,3,3,0,1,0,0.00,0,0,1,1,1,14
Ajdin Hrustic,Australia,2022,10,Mediocampista,3,0,0,1,0,0.00,0,0,2,0,1,11
Ake Andersson,Suecia,1938,-,Delantero,1,1,0,2,0,0.00,0,0,0,0,1,4
Ake Johansson,Suecia,1958,5,Defensor,0,0,0,6,0,0.00,0,0,0,0,0,2
Akhrik Tsveiba,URSS,1990,13,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,17
Akinori Nishizawa,Japón,2002,9,Delantero,1,1,0,3,0,0.00,0,0,0,0,1,9
Akira Kaji,Japón,2006,21,Defensor,2,2,0,1,0,0.00,1,0,0,1,1,29
Akira Narahashi,Japón,1998,2,Defensor,3,3,0,0,0,0.00,0,0,0,0,3,31
Akram Afif,Catar,2022,11,Delantero,3,3,0,0,0,0.00,1,0,0,0,3,32
Akwa,Angola,2006,10,Delantero,3,3,3,0,0,0.00,0,0,0,2,1,23
Al Harker,Estados Unidos,1934,-,Defensor,0,0,0,1,0,0.00,0,0,0,0,0,16
Al Hasan Al Yami,Arabia Saudita,2002,20,Delantero,3,2,0,0,0,0.00,1,0,0,0,3,32
Al Roubai Ghanim,Iraq,1986,22,Defensor,3,3,0,0,0,0.00,0,0,0,0,3,23
Alaa Mayhoub,Egipto,1990,14,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,20
Alaeddine Yahia,Túnez,2006,4,Defensor,1,0,0,2,0,0.00,0,0,0,0,1,24
Alain Boghossian,Francia,1998,14,Mediocampista,5,1,0,2,0,0.00,0,0,5,0,0,1
Alain Boghossian,Francia,2002,14,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,28
Alain Couriol,Francia,1982,16,Delantero,3,1,0,4,1,0.33,0,0,1,1,1,4
Alain Eyobo-Makongo,Camerún,1982,20,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,17
Alain Geiger,Suiza,1994,5,Defensor,4,4,4,0,0,0.00,0,0,1,1,2,15
Alain Giresse,Francia,1982,12,Mediocampista,6,6,0,1,3,0.50,1,0,3,2,1,4
Alain Giresse,Francia,1986,12,Mediocampista,6,6,0,1,0,0.00,0,0,3,2,1,3
Alain Sutter,Suiza,1994,7,Mediocampista,3,3,0,1,1,0.33,0,0,1,1,1,15
Alaixys Romao,Togo,2006,15,Mediocampista,2,2,0,1,0,0.00,2,0,0,0,2,30
Alan A'Court,Inglaterra,1958,21,Delantero,3,3,0,1,0,0.00,0,0,0,2,1,11
Alan Ball,Inglaterra,1966,7,Mediocampista,4,4,0,2,0,0.00,0,0,3,1,0,1
Alan Ball,Inglaterra,1970,8,Mediocampista,4,3,0,0,0,0.00,0,0,2,0,2,8
Alan Brazil,Escocia,1982,9,Delantero,2,1,0,1,0,0.00,0,0,1,1,0,15
Alan Dzagoev,Rusia,2014,10,Mediocampista,3,0,0,0,0,0.00,0,0,0,2,1,24
Alan Dzagoev,Rusia,2018,9,Mediocampista,2,1,0,3,0,0.00,0,0,1,1,0,8
Alan Franco,Ecuador,2022,21,Mediocampista,2,1,0,1,0,0.00,0,0,1,0,1,18
Alan Hansen,Escocia,1982,5,Defensor,3,3,0,0,0,0.00,0,0,1,1,1,15
Alan Hodgkinson,Inglaterra,1958,13,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,11
Alan Hodgkinson,Inglaterra,1962,12,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,8
Alan Kelly Jr.,Irlanda,1994,22,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,16
Alan Kelly Jr.,Irlanda,2002,23,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,12
Alan Kernaghan,Irlanda,1994,13,Defensor,0,0,0,4,0,0.00,0,0,0,0,0,16
Alan Mcdonald,Irlanda del Norte,1986,5,Defensor,3,3,0,0,0,0.00,0,0,0,1,2,21
Alan Mcinally,Escocia,1990,14,Delantero,1,1,0,2,0,0.00,0,0,0,0,1,18
Alan Mcloughlin,Irlanda,1990,21,Mediocampista,2,0,0,3,0,0.00,0,0,0,2,0,8
Alan Mcloughlin,Irlanda,1994,19,Mediocampista,0,0,0,4,0,0.00,0,0,0,0,0,16
Alan Mullery,Inglaterra,1970,4,Mediocampista,4,4,0,0,1,0.25,0,0,2,0,2,8
Alan Peacock,Inglaterra,1962,19,Delantero,2,2,0,2,0,0.00,0,0,1,1,0,8
Alan Pulido,México,2014,11,Delantero,0,0,0,4,0,0.00,0,0,0,0,0,10
Alan Rough,Escocia,1978,1,Arquero,3,3,0,0,0,0.00,0,0,1,1,1,11
Alan Rough,Escocia,1982,1,Arquero,3,3,0,0,0,0.00,0,0,1,1,1,15
Alan Rough,Escocia,1986,22,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,19
Alan Shearer,Inglaterra,1998,9,Delantero,4,4,4,0,2,0.50,1,0,2,1,1,9
Alassane Ndour,Senegal,2002,5,Defensor,1,1,0,4,0,0.00,0,0,0,1,0,7
Alberigo Evani,Italia,1994,17,Mediocampista,2,1,0,5,0,0.00,0,0,0,1,1,2
Albert Adomah,Ghana,2014,14,Mediocampista,1,0,0,2,0,0.00,0,0,0,0,1,25
Albert Bruells,Alemania Occidental,1962,10,Mediocampista,4,4,0,0,1,0.25,0,0,2,1,1,7
Albert Bruells,Alemania Occidental,1966,7,Mediocampista,2,2,0,4,0,0.00,0,0,1,1,0,2
Albert Buche,Suiza,1934,-,Delantero,0,0,0,2,0,0.00,0,0,0,0,0,7
Albert Bunjaku,Suiza,2010,18,Delantero,1,0,0,2,0,0.00,0,0,0,0,1,19
Albert Celades,España,1998,16,Mediocampista,2,0,0,1,0,0.00,0,0,0,1,1,17
Albert Ferrer,España,1994,2,Defensor,5,5,0,0,0,0.00,2,0,2,2,1,8
Albert Ferrer,España,1998,2,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,17
Albert Gudmundsson,Islandia,2018,4,Mediocampista,1,0,0,2,0,0.00,0,0,0,0,1,28
Albert Guinchard,Suiza,1934,-,Mediocampista,2,2,0,0,0,0.00,0,0,1,0,1,7
Albert Guinchard,Suiza,1938,-,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,6
Albert Heremans,Bélgica,1934,-,Delantero,1,1,0,0,0,0.00,0,0,0,0,1,15
Albert Luque,España,2002,12,Delantero,2,0,0,3,0,0.00,0,0,1,1,0,5
Albert Nadj,Serbia y Montenegro,2006,17,Mediocampista,3,2,0,0,0,0.00,1,1,0,0,3,32
Albert Quixall,Inglaterra,1954,16,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,7
Albert Rust,Francia,1986,22,Arquero,1,1,0,6,0,0.00,0,0,1,0,0,3
Albert Shesternyov,URSS,1962,8,Defensor,0,0,0,4,0,0.00,0,0,0,0,0,6
Albert Shesternyov,URSS,1966,6,Defensor,5,5,5,1,0,0.00,0,0,4,0,1,4
Albert Shesternyov,URSS,1970,9,Defensor,4,4,4,0,0,0.00,0,0,2,1,1,5
Alberto Acha,Bolivia,1950,-,Defensor,1,1,0,0,0,0.00,0,0,0,0,1,13
Alberto Aquilani,Italia,2014,14,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,22
Alberto Baeza,México,1962,21,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,11
Alberto Cardaccio,Uruguay,1974,16,Mediocampista,1,0,0,2,0,0.00,0,0,0,1,0,13
Alberto Chividini,Argentina,1930,-,Defensor,1,1,0,4,0,0.00,0,0,1,0,0,2
Alberto Denegri,Perú,1930,-,Mediocampista,2,2,0,0,0,0.00,0,0,0,0,2,10
Alberto Fouilloux,Chile,1962,10,Mediocampista,2,2,0,4,0,0.00,0,0,2,0,0,3
Alberto Fouilloux,Chile,1966,8,Mediocampista,2,2,0,1,0,0.00,0,0,0,1,1,13
Alberto Galateo,Argentina,1934,-,Delantero,1,1,0,0,1,1.00,0,0,0,0,1,9
Alberto Gallardo,Perú,1970,11,Delantero,4,4,0,0,2,0.50,0,0,2,0,2,7
Alberto Garcia Aspe,México,1994,8,Mediocampista,3,3,0,1,1,0.33,2,0,1,2,0,13
Alberto Garcia Aspe,México,1998,8,Mediocampista,4,4,4,0,1,0.25,1,0,1,2,1,13
Alberto Garcia Aspe,México,2002,8,Mediocampista,1,0,0,3,0,0.00,1,0,0,0,1,11
Alberto Gilardino,Italia,2006,11,Delantero,5,4,0,2,1,0.20,0,0,4,1,0,1
Alberto Gilardino,Italia,2010,11,Delantero,2,2,0,1,0,0.00,0,0,0,2,0,26
Alberto Gomez,Uruguay,1970,18,Delantero,1,0,0,5,0,0.00,0,0,1,0,0,4
Alberto Gonzalez,Paraguay,1950,-,Defensor,2,2,0,0,0,0.00,0,0,0,1,1,11
Alberto Gonzalez,Argentina,1962,22,Delantero,1,1,0,2,0,0.00,0,0,0,1,0,10
Alberto Gonzalez,Argentina,1966,16,Delantero,4,4,0,0,0,0.00,0,0,2,1,1,5
Alberto Gorriz,España,1990,14,Defensor,4,3,0,0,1,0.25,0,0,2,1,1,10
Alberto Rodríguez,Perú,2018,2,Defensor,2,2,1,1,0,0.00,0,0,0,0,2,20
Alberto Mariotti,Argentina,1962,14,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,10
Alberto Medina,México,2010,22,Delantero,0,0,0,4,0,0.00,0,0,0,0,0,14
Alberto Quintano,Chile,1974,3,Defensor,3,3,0,0,0,0.00,0,0,0,2,1,11
Alberto Rodriguez,México,2002,22,Defensor,0,0,0,4,0,0.00,0,0,0,0,0,11
Alberto Sainz,Argentina,1962,4,Defensor,2,2,0,1,0,0.00,0,0,1,1,0,10
Alberto Soria,Perú,1930,-,Defensor,1,1,0,1,0,0.00,0,0,0,0,1,10
Alberto Tarantini,Argentina,1978,20,Defensor,7,7,0,0,1,0.14,0,0,5,1,1,1
Alberto Tarantini,Argentina,1982,18,Defensor,5,5,0,0,0,0.00,0,0,2,0,3,11
Alberto Valentini,Chile,1966,20,Defensor,2,2,0,1,0,0.00,0,0,0,1,1,13
Alberto Villalta,El Salvador,1970,22,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,16
Albin Ekdal,Suecia,2018,8,Mediocampista,5,5,0,0,0,0.00,1,0,3,0,2,7
Albin Kitzinger,Alemania,1938,-,Mediocampista,1,1,0,1,0,0.00,0,0,0,1,0,10
Alcides Ghiggia,Uruguay,1950,-,Delantero,4,4,0,0,4,1.00,0,0,3,1,0,1
Alcindo,Brasil,1966,18,Delantero,2,2,0,1,0,0.00,0,0,1,0,1,11
Aldair,Brasil,1990,14,Defensor,0,0,0,4,0,0.00,0,0,0,0,0,9
Aldair,Brasil,1994,13,Defensor,7,6,0,0,0,0.00,1,0,5,2,0,1
Aldair,Brasil,1998,3,Defensor,6,6,0,1,0,0.00,2,0,4,1,1,2
Aldo Bobadilla,Paraguay,2006,22,Arquero,3,2,0,0,0,0.00,0,0,1,0,2,18
Aldo Bobadilla,Paraguay,2010,22,Arquero,0,0,0,5,0,0.00,0,0,0,0,0,8
Aldo Campatelli,Italia,1950,-,Mediocampista,1,1,0,1,0,0.00,0,0,0,0,1,7
Aldo Corzo,Perú,2018,3,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,20
Aldo Donati,Italia,1938,-,Mediocampista,0,0,0,4,0,0.00,0,0,0,0,0,1
Aldo Donelli,Estados Unidos,1934,-,Delantero,1,1,0,0,1,1.00,0,0,0,0,1,16
Aldo Maldera,Italia,1978,6,Defensor,1,1,0,6,0,0.00,0,0,0,0,1,4
Aldo Olivieri,Italia,1938,-,Arquero,4,4,0,0,0,0.00,0,0,4,0,0,1
Aldo Poy,Argentina,1974,15,Delantero,0,0,0,6,0,0.00,0,0,0,0,0,8
Aldo Serena,Italia,1986,21,Delantero,0,0,0,4,0,0.00,0,0,0,0,0,12
Aldo Serena,Italia,1990,20,Delantero,3,0,0,4,1,0.33,0,0,2,1,0,3
Alejandro Balde,España,2022,14,Defensor,4,1,0,0,0,0.00,0,0,1,2,1,13
Alejandro Bedoya,Estados Unidos,2014,11,Mediocampista,4,3,0,0,0,0.00,0,0,1,1,2,15
Alejandro Dominguez,México,1986,8,Mediocampista,1,0,0,4,0,0.00,0,0,1,0,0,6
Alejandro Gomez,Argentina,2022,17,Mediocampista,2,2,0,5,0,0.00,0,0,1,0,1,1
Alejandro Lembo,Uruguay,2002,3,Defensor,2,2,0,1,0,0.00,0,0,0,2,0,26
Alejandro Mancuso,Argentina,1994,21,Mediocampista,2,0,0,2,0,0.00,0,0,2,0,0,10
Alejandro Scopelli,Argentina,1930,-,Delantero,1,1,0,4,1,1.00,0,0,1,0,0,2
Alejandro Villanueva,Perú,1930,-,Delantero,2,2,0,0,0,0.00,0,0,0,0,2,10
Alekos Alexandris,Grecia,1994,21,Delantero,1,1,0,2,0,0.00,0,0,0,0,1,24
Aleksandar Atanackovic,Yugoslavia,1950,-,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,5
Aleksandar Ivos,Yugoslavia,1962,22,Mediocampista,0,0,0,6,0,0.00,0,0,0,0,0,4
Aleksandar Kolarov,Serbia,2010,3,Defensor,2,2,0,1,0,0.00,1,0,1,0,1,23
Aleksandar Kolarov,Serbia,2018,11,Defensor,3,3,3,0,1,0.33,0,0,1,0,2,23
Aleksandar Kostov,Bulgaria,1962,16,Mediocampista,1,1,0,2,0,0.00,0,0,0,1,0,15
