jugador,seleccion_nacionalidad,altura,fecha_nac,posicion,num_camiseta,mundiales
Alex Graafland,Paises Bajos,,16 de abril de 1909,Delantero,-,1934
Alex Iwobi,Nigeria,1.80 m,3 de mayo de 1996,Delantero,18,2018
Alex Mcleish,Escocia,,21 de enero de 1959,Defensor,"13, 5, 2","1982, 1986, 1990"
Alex Oxlade-Chamberlain,Inglaterra,1.80 m,15 de agosto de 1993,Mediocampista,15,2014
Alex Parker,Escocia,,2 de agosto de 1935,Defensor,3,1958
Álex Rodríguez,Panamá,1.97 m,5 de agosto de 1990,Arquero,22,2018
Alex Sandro,Brasil,1.80 m,26 de enero de 1991,Defensor,6,2022
Alex Scott,Escocia,,22 de noviembre de 1937,Delantero,15,1958
Alex Stepney,Inglaterra,,18 de septiembre de 1942,Arquero,13,1970
Alex Tachie-Mensah,Ghana,1.78 m,15 de febrero de 1977,Delantero,12,2006
Alex Telles,Brasil,1.81 m,15 de diciembre de 1992,Defensor,16,2022
Alex Thepot,Francia,,30 de julio de 1906,Arquero,-,"1930, 1934"
Alex Villaplane,Francia,,12 de septiembre de 1903,Mediocampista,-,1930
Alex Wilkinson,Australia,1.87 m,13 de agosto de 1984,Defensor,22,2014
Alex Wilson,Escocia,,29 de octubre de 1933,Defensor,18,1954
Alexander Bah,Dinamarca,1.83 m,9 de diciembre de 1997,Defensor,26,2022
Alexander Djiku,Ghana,1.82 m,9 de agosto de 1994,Defensor,23,2022
Alexander Domínguez,Ecuador,1.95 m,5 de junio de 1987,Arquero,22,"2014, 2022"
Alexander Filimonov,Rusia,1.93 m,15 de octubre de 1973,Arquero,23,2002
Alexander Frei,Suiza,1.80 m,15 de julio de 1979,Delantero,9,"2006, 2010"
Alexander Horvath,Checoslovaquia,,28 de diciembre de 1938,Defensor,5,1970
Alexander Kerzhakov,Rusia,1.75 m,27 de noviembre de 1982,Delantero,"16, 11","2002, 2014"
Alexander Kokorin,Rusia,1.83 m,19 de marzo de 1991,Delantero,9,2014
Alexander Mejía,Colombia,1.78 m,10 de julio de 1988,Mediocampista,15,2014
Alexander Vencel,Checoslovaquia,,8 de febrero de 1944,Arquero,22,1970
Alexander Wood,Estados Unidos,,12 de junio de 1907,Defensor,-,1930
Alexandre Baptista,Portugal,,17 de febrero de 1941,Defensor,20,1966
Alexandre Guimaraes,Costa Rica,,7 de noviembre de 1959,Mediocampista,9,1990
Alexandre Song,Camerún,1.83 m,9 de septiembre de 1987,Mediocampista,6,"2010, 2014"
Alexandros Tziolis,Grecia,1.90 m,13 de febrero de 1985,Mediocampista,6,"2010, 2014"
Alexandros Tzorvas,Grecia,1.90 m,12 de agosto de 1982,Arquero,12,2010
Alexandru Cuedan,Rumania,,26 de septiembre de 1910,Mediocampista,-,1934
Alexandru Neagu,Rumania,,19 de julio de 1948,Mediocampista,16,1970
Alexei Smertin,Rusia,1.76 m,1 de mayo de 1975,Mediocampista,4,2002
Alexey Korneev,URSS,,6 de febrero de 1939,Defensor,13,1966
Alexi Lalas,Estados Unidos,,1 de junio de 1970,Defensor,22,"1994, 1998"
Alexis Alexiou,Grecia,,8 de septiembre de 1963,Defensor,22,1994
Alexis Alexoudis,Grecia,,20 de junio de 1972,Delantero,16,1994
Alexis Chantraine,Bélgica,,16 de marzo de 1901,Mediocampista,-,1930
Alexis Mac Allister,Argentina,1.76 m,24 de diciembre de 1998,Mediocampista,20,2022
Alexis Mendoza,Colombia,,8 de noviembre de 1961,Defensor,"21, 3","1990, 1994"
Alexis Sanchez,Chile,1.69 m,19 de diciembre de 1988,Delantero,7,"2010, 2014"
Alexis Vega,México,1.75 m,25 de noviembre de 1997,Delantero,10,2022
Alf Haland,Noruega,,23 de noviembre de 1972,Defensor,18,1994
Alf Martinsen,Noruega,,29 de diciembre de 1911,Delantero,-,1938
Alf Ramsey,Inglaterra,,22 de enero de 1920,Defensor,-,1950
Alfons Van Brandt,Bélgica,,24 de junio de 1927,Defensor,3,1954
Alfonse Peeters,Bélgica,,21 de enero de 1943,Defensor,20,1970
Alfonso,España,,26 de septiembre de 1972,Delantero,11,1998
Alfonso Dominguez,Uruguay,,24 de septiembre de 1965,Defensor,6,1990
Alfonso Lara,Chile,,27 de abril de 1946,Mediocampista,14,1974
Alfonso Lorenzo,Argentina,,,Mediocampista,-,1934
Alfonso Montemayor,México,,28 de abril de 1922,Defensor,-,1950
Alfonso Obregon,Ecuador,1.80 m,12 de mayo de 1972,Mediocampista,5,2002
Alfonso Pereira,Uruguay,,19 de octubre de 1956,Defensor,14,1986
Alfonso Portugal,México,,21 de enero de 1934,Mediocampista,5,1958
Alfonso Silva,España,,19 de marzo de 1926,Defensor,-,1950
Alfred Aston,Francia,,16 de mayo de 1912,Delantero,-,"1934, 1938"
Alfred Eisenbeisser,Rumania,,7 de abril de 1908,Mediocampista,-,1930
Alfred Finnbogason,Islandia,1.84 m,1 de febrero de 1989,Delantero,11,2018
Alfred Gomis,Senegal,1.96 m,5 de septiembre de 1993,Arquero,23,"2018, 2022"
Alfred Hortnagl,Austria,,24 de septiembre de 1966,Mediocampista,11,1990
Alfred Jaeck,Suiza,,2 de agosto de 1911,Delantero,-,1934
Alfred Kelbassa,Alemania Occidental,,21 de abril de 1925,Delantero,15,1958
Alfred Koerner,Austria,,14 de febrero de 1926,Delantero,"11, 10","1954, 1958"
Alfred Mcmichael,Irlanda del Norte,,1 de octubre de 1927,Defensor,3,1958
Alfred N'Diaye,Senegal,1.87 m,6 de marzo de 1990,Mediocampista,13,2018
Alfred Pfaff,Alemania Occidental,,16 de julio de 1926,Delantero,19,1954
Alfred Phiri,Sudáfrica,,22 de junio de 1974,Mediocampista,8,1998
Alfred Schmidt,Alemania Occidental,,5 de septiembre de 1935,Mediocampista,10,1958
Alfred Teinitzer,Austria,,29 de julio de 1929,Mediocampista,17,1954
Alfredo,Brasil,,18 de octubre de 1946,Defensor,15,1974
Alfredo De Vincenzi,Argentina,,24 de enero de 1911,Delantero,-,1934
Alfredo Del Aguila,México,,3 de enero de 1935,Delantero,7,1962
Alfredo Di Stefano,España,1.78 m,4 de julio de 1926,Delantero,6,1962
Alfredo Foni,Italia,,20 de enero de 1911,Defensor,-,1938
Alfredo Hernandez,México,,18 de junio de 1935,Mediocampista,"7, 18","1958, 1962"
Alfredo Ii,Brasil,,1 de enero de 1920,Delantero,-,1950
Alfredo Mendoza,Paraguay,,31 de diciembre de 1963,Delantero,11,1986
Alfredo Perez,Argentina,,10 de abril de 1929,Mediocampista,13,1958
Alfredo Quesada,Perú,,22 de septiembre de 1949,Mediocampista,17,1978
Alfredo Ramos,Brasil,,27 de octubre de 1924,Defensor,13,1954
Alfredo Rojas,Argentina,,20 de febrero de 1937,Delantero,"10, 18","1958, 1966"
Alfredo Sanchez,México,,,Mediocampista,-,1930
Alfredo Talavera,México,1.88 m,18 de septiembre de 1982,Arquero,"12, 1","2014, 2018, 2022"
Alfredo Tena,México,,21 de noviembre de 1956,Defensor,3,1978
Alfredo Torres,México,,31 de mayo de 1931,Delantero,7,1954
Alfredo Vasquez,El Salvador,,23 de abril de 1945,Mediocampista,8,1970
Ali Abdi,Túnez,1.77 m,20 de diciembre de 1993,Defensor,24,2022
Ali Akbar Ostad-Asadi,Irán,,17 de septiembre de 1965,Defensor,15,1998
Ali Al-Bulaihi,Arabia Saudita,1.82 m,21 de noviembre de 1989,Defensor,"4, 5","2018, 2022"
Ali Al-Hassan,Arabia Saudita,1.82 m,4 de marzo de 1997,Mediocampista,15,2022
Ali El-Said,Egipto,,10 de abril de 1908,Defensor,-,1934
Ali Asad,Catar,1.74 m,19 de enero de 1993,Mediocampista,8,2022
Ali Bencheikh,Argelia,,9 de enero de 1955,Mediocampista,6,1982
Ali Boumnijel,Túnez,1.88 m,13 de abril de 1966,Arquero,"22, 1","1998, 2002, 2006"
Ali Daei,Irán,1.92 m,21 de marzo de 1969,Delantero,10,"1998, 2006"
Ali El Khattabi,Marruecos,,17 de enero de 1977,Delantero,11,1998
Ali Fergani,Argelia,,21 de septiembre de 1952,Mediocampista,8,1982
Ali Gabr,Egipto,1.94 m,10 de enero de 1989,Defensor,2,2018
Ali Gholizadeh,Irán,1.76 m,10 de marzo de 1996,Delantero,17,2022
Ali Jamal,Iraq,,2 de febrero de 1956,Mediocampista,12,1986
Ali Kaabi,Túnez,,15 de noviembre de 1953,Defensor,3,1978
Ali Karimi,Irán,1.78 m,8 de noviembre de 1978,Mediocampista,8,2006
Ali Karimi,Irán,1.85 m,11 de febrero de 1994,Mediocampista,18,2022
Ali Latifi,Irán,,20 de febrero de 1976,Delantero,13,1998
Ali Maâloul,Túnez,1.75 m,1 de enero de 1990,Defensor,12,"2018, 2022"
Ali Parwin,Irán,,12 de octubre de 1946,Mediocampista,7,1978
Ali Reza Gheshghaian,Irán,,27 de febrero de 1954,Defensor,11,1978
Ali Reza Mansourian,Irán,,2 de diciembre de 1971,Mediocampista,7,1998
Ali Shojaei,Irán,,23 de marzo de 1953,Defensor,19,1978
Ali Thani Jumaa,Emiratos Arabes,,18 de agosto de 1968,Mediocampista,3,1990
Ali Zitouni,Túnez,1.78 m,11 de enero de 1981,Delantero,20,2002
Alidu Seidu,Ghana,1.73 m,4 de junio de 2000,Defensor,26,2022
Alim Ben Mabrouk,Argelia,,25 de junio de 1960,Mediocampista,18,1986
Aliou Cisse,Senegal,1.80 m,24 de marzo de 1976,Defensor,6,2002
Alioum Boukar,Camerún,1.80 m,3 de enero de 1972,Arquero,"22, 1","1998, 2002"
Alireza Beiranvand,Irán,1.94 m,21 de septiembre de 1992,Arquero,1,"2018, 2022"
Alireza Haghighi,Irán,1.95 m,2 de mayo de 1988,Arquero,12,2014
Alireza Jahanbakhsh,Irán,1.81 m,11 de agosto de 1993,Delantero,"9, 18, 7","2014, 2018, 2022"
Alisson,Brasil,1.93 m,2 de octubre de 1992,Arquero,1,"2018, 2022"
Alistair Johnston,Canadá,1.80 m,8 de octubre de 1998,Defensor,2,2022
Alistair Mccoist,Escocia,,24 de septiembre de 1962,Delantero,9,1990
Aljosa Asanovic,Croacia,,14 de diciembre de 1965,Mediocampista,7,1998
Allal Ben Kassou,Marruecos,,1 de enero de 1941,Arquero,1,1970
Allan Boath,Nueva Zelanda,,14 de diciembre de 1958,Mediocampista,17,1982
Allan Brown,Escocia,,12 de octubre de 1926,Delantero,10,1954
Allan Clarke,Inglaterra,,31 de julio de 1946,Delantero,21,1970
Allan Costly,Honduras,,13 de febrero de 1954,Defensor,5,1982
Allan Evans,Escocia,,12 de octubre de 1956,Defensor,17,1982
Allan Maher,Australia,,21 de julio de 1950,Arquero,22,1974
Allan Nielsen,Dinamarca,,13 de marzo de 1971,Mediocampista,7,1998
Allan Simonsen,Dinamarca,,15 de diciembre de 1952,Delantero,14,1986
Allan Thomson,Escocia,,5 de octubre de 1946,Arquero,12,1974
Allenby Chilton,Inglaterra,,16 de septiembre de 1918,Defensor,18,1954
Alloy Agu,Nigeria,,12 de julio de 1967,Arquero,16,1994
Almoez Ali,Catar,1.80 m,19 de agosto de 1996,Delantero,19,2022
Alou Diarra,Francia,1.90 m,15 de julio de 1981,Mediocampista,18,"2006, 2010"
Alpay Ozalan,Turquía,1.88 m,29 de mayo de 1973,Defensor,5,2002
Alphonse Areola,Francia,1.95 m,27 de febrero de 1993,Arquero,23,"2018, 2022"
Alphonse De Winter,Bélgica,,12 de septiembre de 1908,Mediocampista,-,1938
Alphonse-Marie Tchami,Camerún,,14 de febrero de 1971,Delantero,"16, 9","1994, 1998"
Alphonse Yombi,Camerún,,30 de junio de 1969,Defensor,12,1990
Alphonso Davies,Canadá,1.83 m,2 de noviembre de 2000,Delantero,19,2022
Altair,Brasil,,22 de enero de 1938,Defensor,"15, 6","1962, 1966"
Alvaro,Portugal,,3 de enero de 1961,Defensor,5,1986
Alvaro Arbeloa,España,1.84 m,17 de enero de 1983,Defensor,17,2010
Alvaro Fernandez,Uruguay,1.85 m,11 de octubre de 1985,Mediocampista,20,2010
Alvaro Gestido,Uruguay,,17 de mayo de 1907,Mediocampista,-,1930
Alvaro González,Uruguay,1.75 m,29 de octubre de 1984,Mediocampista,20,2014
Alvaro Mesen,Costa Rica,1.80 m,24 de diciembre de 1972,Arquero,"18, 1","2002, 2006"
Álvaro Morata,España,1.90 m,23 de octubre de 1992,Delantero,7,2022
Álvaro Odriozola,España,1.78 m,14 de diciembre de 1995,Defensor,12,2018
Alvaro Pena,Bolivia,,11 de febrero de 1966,Delantero,9,1994
Alvaro Pereira,Uruguay,1.82 m,28 de noviembre de 1985,Mediocampista,"11, 6","2010, 2014"
Alvaro Recoba,Uruguay,1.78 m,17 de marzo de 1976,Delantero,20,2002
Alvaro Saborio,Costa Rica,1.83 m,25 de marzo de 1982,Delantero,19,2006
Álvaro Zamora,Costa Rica,1.80 m,9 de marzo de 2002,Mediocampista,26,2022
Alvin Martin,Inglaterra,,29 de julio de 1958,Defensor,5,1986
Amadeo Carrizo,Argentina,,12 de junio de 1926,Arquero,1,1958
Amadeo Ortega,Paraguay,,,Delantero,-,1930
Amado Guevara,Honduras,1.76 m,2 de mayo de 1976,Mediocampista,20,2010
Amadou Onana,Bélgica,1.92 m,16 de agosto de 2001,Mediocampista,18,2022
Amancio,España,,16 de octubre de 1940,Delantero,8,1966
Amara Traore,Senegal,1.86 m,25 de septiembre de 1965,Delantero,8,2002
Amaral,Brasil,,21 de diciembre de 1954,Defensor,4,1978
Amarildo,Brasil,,29 de junio de 1939,Delantero,20,1962
Amdy Faye,Senegal,1.84 m,12 de marzo de 1977,Mediocampista,12,2002
Amedeo Amadei,Italia,,26 de julio de 1921,Delantero,-,1950
Amedeo Biavati,Italia,,4 de abril de 1915,Delantero,-,1938
Americo,Portugal,,6 de marzo de 1933,Arquero,1,1966
Americo Gallego,Argentina,,25 de abril de 1955,Mediocampista,"6, 9","1978, 1982"
Amine Harit,Marruecos,1.80 m,18 de junio de 1997,Mediocampista,18,2018
Amir Abedzadeh,Irán,1.86 m,26 de abril de 1993,Arquero,22,"2018, 2022"
Amir Hossein Sadeghi,Irán,1.80 m,6 de septiembre de 1981,Defensor,"19, 5","2006, 2014"
Amir Karic,Eslovenia,1.84 m,31 de diciembre de 1973,Mediocampista,19,2002
Amleto Frignani,Italia,,5 de marzo de 1932,Delantero,21,1954
Amr Warda,Egipto,1.76 m,17 de septiembre de 1993,Mediocampista,22,2018
Anass Zaroury,Marruecos,1.76 m,7 de noviembre de 2000,Mediocampista,10,2022
Anatoli Banishevski,URSS,,23 de febrero de 1946,Delantero,18,1966
Anatoli Demyanenko,URSS,,19 de febrero de 1959,Defensor,"6, 5","1982, 1986, 1990"
Anatoli Ilyin,URSS,,27 de junio de 1931,Delantero,11,1958
Anatoli Maslyonkin,URSS,,26 de junio de 1930,Defensor,"15, 7","1958, 1962"
Anatoli Nankov,Bulgaria,,15 de julio de 1969,Mediocampista,16,1998
Anatoli Puzach,URSS,,3 de junio de 1941,Delantero,20,1970
Anatoliy Tymoschuk,Ucrania,1.81 m,30 de marzo de 1979,Mediocampista,4,2006
Anatoly Bishovets,URSS,,23 de abril de 1946,Delantero,16,1970
Andeas Ogris,Austria,,7 de octubre de 1964,Delantero,13,1990
Anders Limpar,Suecia,,24 de septiembre de 1965,Mediocampista,"13, 16","1990, 1994"
Anders Linderoth,Suecia,,21 de marzo de 1950,Mediocampista,7,1978
Anders Rydberg,Suecia,,3 de marzo de 1903,Arquero,-,1934
Anders Svensson,Suecia,1.77 m,17 de julio de 1976,Mediocampista,8,"2002, 2006"
Anderson Polga,Brasil,1.82 m,9 de febrero de 1979,Defensor,14,2002
Anderson Santamaría,Perú,1.84 m,10 de enero de 1992,Defensor,4,2018
Andjelko Djuricic,Serbia,1.94 m,21 de noviembre de 1980,Arquero,23,2010
Andoni Zubizarreta,España,,23 de octubre de 1961,Arquero,1,"1986, 1990, 1994, 1998"
Andranik Eskandarian,Irán,,31 de diciembre de 1951,Defensor,15,1978
Andranik Teymourian,Irán,1.80 m,6 de marzo de 1983,Mediocampista,14,"2006, 2014"
Andras Torocsik,Hungría,,1 de mayo de 1955,Delantero,9,"1978, 1982"
Andras Toth,Hungría,,5 de septiembre de 1949,Delantero,19,1978
Andraz Kirm,Eslovenia,1.85 m,6 de septiembre de 1984,Mediocampista,17,2010
Andre,Portugal,,24 de diciembre de 1957,Mediocampista,21,1986
Andre,Angola,1.75 m,14 de mayo de 1978,Mediocampista,8,2006
Andre Abegglen,Suiza,,7 de marzo de 1909,Delantero,-,"1934, 1938"
André Almeida,Portugal,1.86 m,10 de septiembre de 1990,Defensor,19,2014
Andre Arendse,Sudáfrica,1.90 m,27 de junio de 1967,Arquero,16,2002
Andre Ayew,Ghana,1.75 m,17 de diciembre de 1989,Mediocampista,"13, 10","2010, 2014, 2022"
André Carrillo,Perú,1.81 m,14 de junio de 1991,Delantero,18,2018
Andre Chorda,Francia,,20 de febrero de 1938,Defensor,7,1966
Andre Cruz,Brasil,,20 de septiembre de 1968,Defensor,15,1998
André-Frank Zambo Anguissa,Camerún,1.84 m,16 de noviembre de 1995,Mediocampista,8,2022
Andre Grobety,Suiza,,22 de junio de 1933,Defensor,9,"1962, 1966"
Andre Kana-Biyik,Camerún,,1 de septiembre de 1965,Mediocampista,2,"1990, 1994"
Andre Lerond,Francia,,6 de diciembre de 1930,Defensor,5,1958
Andre Maschinot,Francia,,28 de junio de 1903,Delantero,-,1930
Andre Neury,Suiza,,3 de septiembre de 1921,Defensor,7,"1950, 1954"
André Onana,Camerún,1.90 m,2 de abril de 1996,Arquero,23,2022
Andre Ooijer,Paises Bajos,1.84 m,11 de julio de 1974,Defensor,13,"1998, 2006, 2010"
Andre Pierre Gignac,Francia,1.87 m,5 de diciembre de 1985,Delantero,11,2010
Andre Saeys,Bélgica,,20 de febrero de 1911,Delantero,-,1930
André Schürrle,Alemania,1.84 m,6 de octubre de 1990,Mediocampista,9,2014
André Silva,Portugal,1.84 m,6 de noviembre de 1995,Delantero,9,"2018, 2022"
Andre Strappe,Francia,,23 de febrero de 1928,Delantero,21,1954
Andre Tassin,Francia,,23 de febrero de 1902,Arquero,-,1930
Andre Titi Buengo,Angola,1.89 m,11 de febrero de 1980,Delantero,19,2006
Andre Vandeweyer,Bélgica,,21 de junio de 1909,Arquero,-,"1934, 1938"
Andrea Barzagli,Italia,1.86 m,8 de mayo de 1981,Defensor,"6, 15","2006, 2014"
Andrea Carnevale,Italia,,12 de enero de 1961,Delantero,16,1990
Andrea Pirlo,Italia,1.77 m,19 de mayo de 1979,Mediocampista,21,"2006, 2010, 2014"
Andreas Andersson,Suecia,1.85 m,10 de abril de 1974,Delantero,22,2002
Andreas Brehme,Alemania Occidental,,9 de noviembre de 1960,Defensor,3,"1986, 1990, 1994"
Andreas Christensen,Dinamarca,1.92 m,10 de abril de 1996,Defensor,6,"2018, 2022"
Andreas Cornelius,Dinamarca,1.95 m,16 de marzo de 1993,Delantero,21,"2018, 2022"
Andreas Granqvist,Suecia,1.92 m,16 de abril de 1985,Defensor,4,2018
Andreas Heraf,Austria,,10 de septiembre de 1967,Mediocampista,20,1998
Andreas Herzog,Austria,1.83 m,10 de septiembre de 1968,Mediocampista,"20, 10","1990, 1998"
Andreas Isaksson,Suecia,1.99 m,3 de octubre de 1981,Arquero,"23, 1","2002, 2006"
Andreas Jakobsson,Suecia,1.89 m,6 de octubre de 1972,Defensor,15,2002
Andreas Koepke,Alemania Occidental,,12 de marzo de 1962,Arquero,"22, 12, 1","1990, 1994, 1998"
Andreas Kupfer,Alemania,,7 de mayo de 1914,Mediocampista,-,1938
Andreas Moeller,Alemania Occidental,,2 de septiembre de 1967,Mediocampista,"17, 7","1990, 1994, 1998"
Andreas Reisinger,Austria,,14 de octubre de 1963,Mediocampista,16,1990
Andreas Samaris,Grecia,1.89 m,13 de junio de 1989,Mediocampista,22,2014
Andreas Skov Olsen,Dinamarca,1.87 m,29 de diciembre de 1999,Delantero,11,2022
Andrei Bal,URSS,,16 de febrero de 1958,Mediocampista,12,"1982, 1986"
Andrei Barbulescu,Rumania,,25 de marzo de 1917,Mediocampista,-,1938
Andrei Piatnitski,Rusia,,27 de septiembre de 1967,Mediocampista,7,1994
Andréi Semiónov,Rusia,1.84 m,8 de junio de 1992,Defensor,5,2018
Andrei Solomatin,Rusia,1.83 m,9 de septiembre de 1975,Mediocampista,5,2002
Andrei Zhelyazkov,Bulgaria,,9 de julio de 1952,Mediocampista,6,1986
Andrei Zygmantovich,URSS,,2 de diciembre de 1962,Defensor,17,1990
Andrej Komac,Eslovenia,1.70 m,4 de diciembre de 1979,Mediocampista,20,2010
Andrej Kramarić,Croacia,1.77 m,19 de junio de 1991,Delantero,9,"2018, 2022"
Andrej Kvasnak,Checoslovaquia,,19 de mayo de 1936,Mediocampista,"19, 6","1962, 1970"
Andrej Panadic,Yugoslavia,,9 de marzo de 1958,Defensor,21,1990
Andres Escobar,Colombia,,13 de marzo de 1967,Defensor,2,"1990, 1994"
Andres Estrada,Colombia,,12 de noviembre de 1967,Mediocampista,17,1998
Andres Guardado,México,1.67 m,28 de septiembre de 1986,"Mediocampista, Defensor",18,"2006, 2010, 2014, 2018, 2022"
Andrés Iniesta,España,1.70 m,11 de mayo de 1984,Mediocampista,"13, 6","2006, 2010, 2014, 2018"
Andres Prieto,Chile,,19 de diciembre de 1928,Delantero,-,1950
Andres Scotti,Uruguay,1.83 m,14 de diciembre de 1975,Defensor,19,2010
Andrew Auld,Estados Unidos,,26 de enero de 1900,Delantero,-,1930
Andrew Nabbout,Australia,1.78 m,17 de noviembre de 1992,Delantero,11,2018
Andrew Redmayne,Australia,1.94 m,13 de enero de 1989,Arquero,12,2022
Andrew Williams,Jamaica,,23 de septiembre de 1977,Delantero,9,1998
Andrey Lunyov,Rusia,1.89 m,13 de noviembre de 1991,Arquero,12,2018
Andrey Semenov,Rusia,1.90 m,24 de marzo de 1989,Defensor,5,2014
Andrey Yeshchenko,Rusia,1.76 m,9 de febrero de 1984,Defensor,22,2014
Andries Noppert,Paises Bajos,2.03 m,7 de abril de 1994,Arquero,23,2022
Andrija Ankovic,Yugoslavia,,16 de julio de 1937,Mediocampista,7,1962
Andrija Živković,Serbia,1.70 m,11 de julio de 1996,Mediocampista,"7, 14","2018, 2022"
Andrinua,España,,9 de mayo de 1964,Defensor,4,1990
Andriy Gusin,Ucrania,1.88 m,11 de diciembre de 1972,Mediocampista,14,2006
Andriy Nesmachnyi,Ucrania,1.82 m,28 de febrero de 1979,Defensor,2,2006
Andriy Pyatov,Ucrania,1.90 m,28 de junio de 1984,Arquero,12,2006
Andriy Rusol,Ucrania,1.82 m,16 de enero de 1983,Defensor,6,2006
Andriy Shevchenko,Ucrania,1.83 m,29 de septiembre de 1976,Delantero,7,2006
Andriy Vorobey,Ucrania,1.78 m,29 de noviembre de 1978,Delantero,16,2006
Andriy Voronin,Ucrania,1.79 m,21 de julio de 1979,Delantero,10,2006
Andrzej Buncol,Polonia,,21 de septiembre de 1959,Mediocampista,"13, 15","1982, 1986"
Andrzej Fischer,Polonia,,15 de enero de 1952,Arquero,1,1974
Andrzej Iwan,Polonia,,10 de noviembre de 1959,Delantero,"7, 19","1978, 1982"
Andrzej Palasz,Polonia,,22 de julio de 1960,"Delantero, Mediocampista","14, 16","1982, 1986"
Andrzej Szarmach,Polonia,,3 de octubre de 1950,Delantero,17,"1974, 1978, 1982"
Andrzej Zgutczynski,Polonia,,1 de enero de 1958,Delantero,17,1986
Andy Barron,Nueva Zelanda,1.78 m,24 de diciembre de 1980,Mediocampista,13,2010
Andy Boyens,Nueva Zelanda,1.92 m,18 de septiembre de 1983,Defensor,18,2010
Andy Egli,Suiza,,8 de mayo de 1958,Defensor,13,1994
Andy Goram,Escocia,,13 de abril de 1964,Arquero,12,"1986, 1990"
Andy Najar,Honduras,1.70 m,16 de marzo de 1993,Mediocampista,17,2014
Andy O'Brien,Irlanda,1.77 m,29 de junio de 1979,Defensor,20,2002
Andy Pichler,Austria,,4 de octubre de 1955,Mediocampista,12,1982
Andy Polo,Perú,1.75 m,29 de septiembre de 1994,Mediocampista,14,2018
Andy Townsend,Irlanda,,23 de julio de 1963,Mediocampista,"13, 7","1990, 1994"
Anel Hadzic,Bosnia-Herzegovina,1.86 m,16 de agosto de 1989,Mediocampista,21,2014
Anele Ngcongca,Sudáfrica,1.77 m,20 de octubre de 1987,Defensor,5,2010
Anfilogino Guarisi,Italia,,26 de diciembre de 1905,Delantero,-,1934
Angel Bargas,Argentina,,29 de octubre de 1946,Defensor,5,1974
Angel Berni,Paraguay,,9 de enero de 1931,Delantero,-,1950
Angel Bossio,Argentina,,5 de mayo de 1905,Arquero,-,1930
Angel Cabrera,Uruguay,,9 de octubre de 1939,Mediocampista,22,1962
Angel Comizzo,Argentina,,27 de abril de 1962,Arquero,1,1990
Ángel Correa,Argentina,1.74 m,9 de marzo de 1995,Delantero,15,2022
Angel Di Maria,Argentina,1.78 m,14 de febrero de 1988,Mediocampista,"7, 11","2010, 2014, 2018, 2022"
Angel Fernandez,Ecuador,1.72 m,2 de agosto de 1971,Delantero,13,2002
Angel Grippa,Argentina,,,Arquero,-,1934
Angel Labruna,Argentina,,28 de septiembre de 1918,Delantero,11,1958
Angel Melogno,Uruguay,,22 de marzo de 1905,Mediocampista,-,1930
Ángel Mena,Ecuador,1.68 m,21 de enero de 1988,Mediocampista,15,2022
Angelo Di Livio,Italia,1.73 m,26 de julio de 1966,Mediocampista,"15, 16","1998, 2002"
Angelo Domenghini,Italia,,25 de agosto de 1941,Delantero,13,1970
Angelo Palombo,Italia,1.77 m,25 de septiembre de 1981,Mediocampista,17,2010
Angelo Peruzzi,Italia,1.81 m,16 de febrero de 1970,Arquero,12,2006
Angelo Preciado,Ecuador,1.74 m,18 de febrero de 1998,Defensor,17,2022
Angelo Schiavio,Italia,,15 de octubre de 1905,Delantero,-,1934
Angelo Sormani,Italia,,3 de julio de 1939,Delantero,15,1962
Angelos Charisteas,Grecia,1.91 m,9 de febrero de 1980,Delantero,9,2010
Anibal Alzate,Colombia,,31 de enero de 1933,Defensor,4,1962
Aníbal Godoy,Panamá,1.82 m,10 de febrero de 1990,Mediocampista,20,2018
Anibal Paz,Uruguay,,18 de febrero de 1918,Arquero,-,1950
